,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
193,OneMinPsychic,"Navigating a world populated w/loudmouth woke bullies/invertebrates is a daily duty

BTW, it's a #MINDVIRUS 🧠🦠spread via gaslighting & brainwashing",Hovering in Flight,879,1155,120844,0,"WeThePeople MUST stand together &amp; #PUSHBACKHARD against #MedicalTyranny
Submitting 2 medical experimentation referred 2 as vaccines AND wearing a 'chainlink fence: mosquito' mask does NOT prevent #CCPVIRUS #WuhanVirus #Covid19 infection
NOR allow you UR DENIED FREEDOMS back https://t.co/KmYNGIrVdb","['PUSHBACKHARD', 'MedicalTyranny', 'CCPVIRUS', 'WuhanVirus', 'Covid19']"
194,OneMinPsychic,"Navigating a world populated w/loudmouth woke bullies/invertebrates is a daily duty

BTW, it's a #MINDVIRUS 🧠🦠spread via gaslighting & brainwashing",Hovering in Flight,879,1155,120844,1,"@mrsunshine44 Submitting to experimental medicines referred to as vaccinations AND wearing a 'chainlink fence: mosquito' mask 
1) does NOT prevent #CCPVIRUS #WuhanVirus #Covid19 infection. 
2) allows you UR DENIED FREEDOMS back
NOR
3) provides U with APPROPRIATE, SAFE MEDICAL CARE!","['CCPVIRUS', 'WuhanVirus', 'Covid19']"
195,OneMinPsychic,"Navigating a world populated w/loudmouth woke bullies/invertebrates is a daily duty

BTW, it's a #MINDVIRUS 🧠🦠spread via gaslighting & brainwashing",Hovering in Flight,879,1155,120844,0,"Psssst:
Submitting to experimental medicines referred to as vaccinations AND wearing a 'chainlink fence: mosquito' mask 
1) does NOT prevent #CCPVIRUS #WuhanVirus #Covid19 infection. 
NOR 2) allows you UR DENIED FREEDOMS back.

Pass it on...","['CCPVIRUS', 'WuhanVirus', 'Covid19']"
196,FuckChinaziCCP,"#Chinese does not attend after-school tutoring, does not play video games, does not chase celebrities. They read President Xi’s works for 1hr everyday.",People's Republic of China,68,14,622,0,@globaltimesnews more likely to minimize the spread of #WuhanVirus,['WuhanVirus']
197,FuckChinaziCCP,"#Chinese does not attend after-school tutoring, does not play video games, does not chase celebrities. They read President Xi’s works for 1hr everyday.",People's Republic of China,68,14,622,0,@globaltimesnews #DeltaVariant #MuVariant all waiting for you. And #China #Vaccines are useless against #WuhanVirus. #karma,"['DeltaVariant', 'MuVariant', 'China', 'Vaccines', 'WuhanVirus', 'karma']"
198,_ensine,A Proud Hindusthani,,192,255,67072,0,"@cnn @bbc @bbcworld @bbcindia @cnnasiapr -- $ h 0 ^ e  it  
Total Vaccinated : 75,09,01,929 
Today : 74,00,849 
#IndiaFightsCorona #wuhanVirus #ccpVirus https://t.co/jeEmn8O3Z4","['IndiaFightsCorona', 'wuhanVirus', 'ccpVirus']"
199,amadorn,We buy and sell vintage and contemporary costume jewelry. Use coupon: TWCUST11 at checkout for 10% discount.,,2838,2626,371760,0,"Howie Carr: Biden has gall to tell us his 'patience is wearing thin'

FU #joeBiden 

#MedicalMandates #Coronavirus #WuhanVirus  https://t.co/v8odeBTyNU","['joeBiden', 'MedicalMandates', 'Coronavirus', 'WuhanVirus']"
200,AnnelieMoser,,Idar-oberstein,325,1388,504871,19,"How would you like it if the day you were born someone had already planned the day of your execution? 

Stop abusing animals and GO VEGAN.

Peace begins on your plate.
#vegan #COVIDー19 #WuhanVirus #meat #dairy #eggs #animals https://t.co/csGzyhyQwr",[]
201,Anukhanna64,,,422,83,20855,0,"The world cannot suffer until majority of population is infected with the #WuhanVirus to develop immunity. Have we forgotten Spanish flu? If vaccines have worked for smallpox, polio etc.why raise doubts about the covid vaccine? https://t.co/OiUaohjqYv",['WuhanVirus']
202,Tedhi_Kheer,"UP. Rajasthan. Entrepreneur. The last and only true Prophet of the God. Also, he doesn’t kill unlike we know who!","Saharanpur, India",2599,240,8131,0,@globaltimesnews Uncle when are you releasing next variant of #WuhanVirus ?,['WuhanVirus']
203,ChristianCamara,"Consultant by trade, anti-Communist by nature, and rouser of rabble by habit. Pro-America, pro-Israel, and pro-Law Enforcement. God is in control. 🙏","Florida, USA",1031,1132,31648,0,"Over/under on when calling them *Asian* giant hornets will be racist, politically incorrect, and thus a cancelable offense.

Remember #WuhanVirus? https://t.co/O2EoY5mqs0",['WuhanVirus']
204,JessePolitic650,Government & Politics;,West TX,385,201,73510,0,"#CCPVirus_Joke

A person that goes outside with a mask on, in 90 degree sunshine,

then walks, jogs, runs, exercises or similar

and is more than 50 feet from another person,

self-identifies as an idiot.

#CoronaVirus #WuhanVirus #COVID19

qt-covid19-jokes-043 #BorderObserver","['CCPVirus_Joke', 'CoronaVirus', 'WuhanVirus', 'COVID19', 'BorderObserver']"
205,JessePolitic650,Government & Politics;,West TX,385,201,73510,0,"#CCPVirus_Joke

Just like condoms, you need to take care of your mask.

Heat, sunlight, oils, and chemicals will break your mask 

And sometimes the masks don't matter at all, just like in porn
 
#CoronaVirus #WuhanVirus #COVID19 

qt-covid19-jokes-042 #BorderObserver","['CCPVirus_Joke', 'CoronaVirus', 'WuhanVirus', 'COVID19', 'BorderObserver']"
206,Jedi_Master72,"A Conservative American hung like a baboon. Just say no to SJW's, Leftists, Socialists, and Communists. Veteran, anti-enemies of USA, foreign and domestic.",Texas,667,106,12872,0,This is all pretty logical.. The fallacy remains with the politicians. #freedom #ChineseVirus #WuhanLabLeak #WuhanVirus https://t.co/A5tUF0g6Q7,"['freedom', 'ChineseVirus', 'WuhanLabLeak', 'WuhanVirus']"
207,JessePolitic650,Government & Politics;,West TX,385,201,73510,0,"#CCPVirus_Joke

Hiking and #SocialDistancing is normal

#CoronaVirus #WuhanVirus #COVID19

qt-covid19-jokes-202 #BorderObserver https://t.co/pNjaVvknM9","['CCPVirus_Joke', 'SocialDistancing', 'CoronaVirus', 'WuhanVirus', 'COVID19', 'BorderObserver']"
208,NamasteChef,🙏🏻🇺🇸🙏🏻✝️🙏🏻🇺🇸💙🖤💙🇺🇸🙏🏻,New York,3071,1120,25621,0,@KamalaHarris Time to put the country on #Hydroxychloroquine &amp; #Ivermectin prophylaxis &amp; early treatment &amp; bring this pandemic to an end.  #WakeUpAmerica  #ConstitutionOverCoronaVirus #WuhanVirus 🦠 #ChinaVirus #COVID19 #DemocratsTheEnemyWithin,"['Hydroxychloroquine', 'Ivermectin', 'WakeUpAmerica', 'ConstitutionOverCoronaVirus', 'WuhanVirus', 'ChinaVirus', 'COVID19', 'DemocratsTheEnemyWithin']"
209,Mike88010483,like 60s muscle cars live music outdoors,"Anaheim, CA",359,106,13193,0,"Three months? 
So The CDC numbers are probably much closer to 300 million now. #WuhanVirus from #China not Covid. https://t.co/PfdsJuMnCB","['WuhanVirus', 'China']"
210,DossierTibet,"Usate mezzi pacifici quando siano efficaci, ma ove non lo fossero, non esitate a ricorrere alla forza  -

13th Dalai Lama",Torino,6898,9305,44113,5,"Good news : #UK abandons #WuhanVirus vaccine passport plans, health chief says.#Britain may also soon drop mandatory testing for returning travellers as part of a further easing of restrictions to be announced this week","['UK', 'WuhanVirus', 'Britain']"
211,KshatriBhunesh,,,86,80,142899,35,"Not only #US but also #EU has been funding 'virus research' at Wuhan. EU set up and financed 'European Virus Archive' and 'Global Virus Archive' at WIV. Explains why neither US nor EU is pushing #China for #WuhanLabLeak facts
China &amp; West lied, people died.
#WuhanVirus #COVID19 https://t.co/uVHdmoYZeK","['US', 'EU']"
212,JAISING24931222,,,100,157,39430,35,"Not only #US but also #EU has been funding 'virus research' at Wuhan. EU set up and financed 'European Virus Archive' and 'Global Virus Archive' at WIV. Explains why neither US nor EU is pushing #China for #WuhanLabLeak facts
China &amp; West lied, people died.
#WuhanVirus #COVID19 https://t.co/uVHdmoYZeK","['US', 'EU']"
213,akhilchilwal,"Stay away from negative peoples...
They have a problem for every solution...",India,135,134,42419,35,"Not only #US but also #EU has been funding 'virus research' at Wuhan. EU set up and financed 'European Virus Archive' and 'Global Virus Archive' at WIV. Explains why neither US nor EU is pushing #China for #WuhanLabLeak facts
China &amp; West lied, people died.
#WuhanVirus #COVID19 https://t.co/uVHdmoYZeK","['US', 'EU']"
214,HKer20682966,"Love Hong Kong, this is our land, we need to protect our home, cats lover, sport，為自由而戰🚨",Worldwide,5002,2189,91598,0,"@disclosetv @Tiger12207714 Fight for freedom.
#COVID19 #Wuhanvirus","['COVID19', 'Wuhanvirus']"
215,megha_shar,"Spiritual, Curious, Rationalist, Nature lover, a mother",,339,115,3238,2,"The China Virus update. 
#ChinaVirus #COVID19 #WuhanVirus https://t.co/IBVsOvMXaJ","['ChinaVirus', 'COVID19', 'WuhanVirus']"
216,Aarthi1,🙂,,30,101,4757,35,"Not only #US but also #EU has been funding 'virus research' at Wuhan. EU set up and financed 'European Virus Archive' and 'Global Virus Archive' at WIV. Explains why neither US nor EU is pushing #China for #WuhanLabLeak facts
China &amp; West lied, people died.
#WuhanVirus #COVID19 https://t.co/uVHdmoYZeK","['US', 'EU']"
217,BrahmasmiAham,Self-Believer I A Proud Indian l Entrepreneur I Public Diplomacy I International Relations l Honoured to be followed by Hon. Prime Minister Sri @narendramodi Ji,New Delhi,321,2447,5343,0,Natural immunity is way superior to the vaccine injected immunity against #WuhanVirus or any other illness per se. The answer by Dr Fauci to the question by Dr. Sanjay explains that well when he is unable to answer why covid-recovered people should be given vaccine mandate! https://t.co/WYBGIlxZia,['WuhanVirus']
218,TaylorIndiana,Veritas lux mea. Follower of conflict in MENA and Afghanistan. OSINT believer and against those who seek injustice in this world.,"Paris, France",229,115,8753,0,#china we won’t forget #USA #America #Europe #Asia @ASEAN #Africa #Canada #India #Taiwan #chinaliedpeopledied #WuhanLabLeak #wuhanvirus #coronavirus #Wuhan #CCPChina #Australia #Brazil #COVID19AB #covid @WHO #Russia #Pakistan https://t.co/lxDNHuPTuQ https://t.co/9xtxTn33nr,"['china', 'USA', 'America', 'Europe', 'Asia', 'Africa', 'Canada', 'India', 'Taiwan', 'chinaliedpeopledied', 'WuhanLabLeak', 'wuhanvirus', 'coronavirus', 'Wuhan', 'CCPChina', 'Australia', 'Brazil', 'COVID19AB', 'covid', 'Russia', 'Pakistan']"
219,TaylorIndiana,Veritas lux mea. Follower of conflict in MENA and Afghanistan. OSINT believer and against those who seek injustice in this world.,"Paris, France",229,115,8753,0,@MFA_China #china we won’t forget #USA #America #Europe #Asia @ASEAN #Africa #Canada #India #Taiwan #chinaliedpeopledied #WuhanLabLeak #wuhanvirus #coronavirus #Wuhan #CCPChina #Australia #Brazil #COVID19AB #covid @WHO #Russia #Pakistan https://t.co/CjDv1lmx11,"['china', 'USA', 'America', 'Europe', 'Asia', 'Africa', 'Canada', 'India', 'Taiwan', 'chinaliedpeopledied', 'WuhanLabLeak', 'wuhanvirus', 'coronavirus', 'Wuhan', 'CCPChina', 'Australia', 'Brazil', 'COVID19AB', 'covid', 'Russia', 'Pakistan']"
220,TaylorIndiana,Veritas lux mea. Follower of conflict in MENA and Afghanistan. OSINT believer and against those who seek injustice in this world.,"Paris, France",229,115,8753,0,@MFA_China #china we won’t forget #USA #America #Europe #Asia @ASEAN #Africa #Canada #India #Taiwan #chinaliedpeopledied #WuhanLabLeak #wuhanvirus #coronavirus #Wuhan #CCPChina #Australia #Brazil #COVID19AB #covid @WHO #Russia #Pakistan https://t.co/M4NrHPkrXF,"['china', 'USA', 'America', 'Europe', 'Asia', 'Africa', 'Canada', 'India', 'Taiwan', 'chinaliedpeopledied', 'WuhanLabLeak', 'wuhanvirus', 'coronavirus', 'Wuhan', 'CCPChina', 'Australia', 'Brazil', 'COVID19AB', 'covid', 'Russia', 'Pakistan']"
221,pet_papi,Pro Trump. Trusts that only he can make America a better Place. Friend of Jews.,,98,259,97823,35,"Not only #US but also #EU has been funding 'virus research' at Wuhan. EU set up and financed 'European Virus Archive' and 'Global Virus Archive' at WIV. Explains why neither US nor EU is pushing #China for #WuhanLabLeak facts
China &amp; West lied, people died.
#WuhanVirus #COVID19 https://t.co/uVHdmoYZeK","['US', 'EU']"
222,maroorpandu,तमसो मा ज्योतिर्गमय. || Tamasoma jyothir gamaya || Bharat Mata Ki Jai भारत माता की जय,,552,863,58435,35,"Not only #US but also #EU has been funding 'virus research' at Wuhan. EU set up and financed 'European Virus Archive' and 'Global Virus Archive' at WIV. Explains why neither US nor EU is pushing #China for #WuhanLabLeak facts
China &amp; West lied, people died.
#WuhanVirus #COVID19 https://t.co/uVHdmoYZeK","['US', 'EU']"
223,ChinaDailyNews1,"Daily News and Commentary on China, Hong Kong, Taiwan, and Chinese communities around the world. China Daily News is not affiliated with any other media outlet.",USA,153,519,14601,0,"The incompetent @JoeBiden admin is using the #WuhanVirus and 9/11 to distract from its abject failure. Americans remember the terrorist attack on 9/11. We also remember that Biden, Harris and the rest of this misbegotten admin gave Afghanistan back to the same terrorists. https://t.co/4UQS4onoiq",['WuhanVirus']
224,iamgunjankumar,"Conservative, Supports Modi.",,2256,896,90164,35,"Not only #US but also #EU has been funding 'virus research' at Wuhan. EU set up and financed 'European Virus Archive' and 'Global Virus Archive' at WIV. Explains why neither US nor EU is pushing #China for #WuhanLabLeak facts
China &amp; West lied, people died.
#WuhanVirus #COVID19 https://t.co/uVHdmoYZeK","['US', 'EU']"
225,better_delhincr,,,534,566,165419,5,"Good news : #UK abandons #WuhanVirus vaccine passport plans, health chief says.#Britain may also soon drop mandatory testing for returning travellers as part of a further easing of restrictions to be announced this week","['UK', 'WuhanVirus', 'Britain']"
226,witrayler,"Psalm 112:7 ""They will have no fear of bad news; their hearts are steadfast, trusting in the Lord."" 🙏🏼 💯MAGA 🚫Absolutely NO PORN‼️✋🏼I DO NOT answer DMs‼️",Texas,4552,3875,86885,0,Don't let the media distract you from holding Fauci accountable. #GainOfFunction #FauciLiedMillionsDied #WuhanVirus  #ChinaJoe #CorruptCDC #COVIDBioWeapon #EnemyOfThePeople https://t.co/I7Q6gfnxeA,"['GainOfFunction', 'FauciLiedMillionsDied', 'WuhanVirus', 'ChinaJoe', 'CorruptCDC', 'COVIDBioWeapon', 'EnemyOfThePeople']"
227,ssblue35,,,276,249,16244,5,"Good news : #UK abandons #WuhanVirus vaccine passport plans, health chief says.#Britain may also soon drop mandatory testing for returning travellers as part of a further easing of restrictions to be announced this week","['UK', 'WuhanVirus', 'Britain']"
228,Pablomoonlight7,"Bhartiya! Hindu! Pahadi! Navy Brat!

🇮🇳🤝🤝🇮🇱🇷🇺











































Mumbai🔄Kufri(Shimla)🔄Pithoragarh(UK)🔄Delhi",India,287,74,17940,5,"Good news : #UK abandons #WuhanVirus vaccine passport plans, health chief says.#Britain may also soon drop mandatory testing for returning travellers as part of a further easing of restrictions to be announced this week","['UK', 'WuhanVirus', 'Britain']"
229,MarcusTvlCicero,"Contra res omnes criminis sta. Dominatvs legis semper. Pax et caritas. Notae=opinio solvm. Nonviolent. Your vaccine, your choice! Lists=block. Vers. V,XX- 🔞","Forvm Romanvm, Roma, RP Romana",847,1010,13340,0,"Totals on the #Wuhanvirus through prid Id Sep MMDCCLXXIV, 12 Sep 21 (as of 0001 13 September):

-225,478,589 total cases, c. the pop'n of #Brazil, the #DomincanRepublic, and #Curacao combined-
-18,776,518 active cases, about the pop'n of #Guatemala, #Malta, and #Palau combined-","['Wuhanvirus', 'Brazil', 'DomincanRepublic', 'Curacao', 'Guatemala', 'Malta', 'Palau']"
230,ravi_kalantri,"Waste Management Professional
Developing first waste to energy  project (60 tpd mixed MSW to 1 MW power)  at Imphal, Manipur. 
retweets are not endorsements.","Ahmedabad, india",760,384,63279,35,"Not only #US but also #EU has been funding 'virus research' at Wuhan. EU set up and financed 'European Virus Archive' and 'Global Virus Archive' at WIV. Explains why neither US nor EU is pushing #China for #WuhanLabLeak facts
China &amp; West lied, people died.
#WuhanVirus #COVID19 https://t.co/uVHdmoYZeK","['US', 'EU']"
231,navneetthakur99,"Prefer Sarcasmics over Orgasmics pseudo intellectuals, pseudo journalist, pseudo secular and pseudo liberals. Retweets are not endorsement.",India,463,214,86665,35,"Not only #US but also #EU has been funding 'virus research' at Wuhan. EU set up and financed 'European Virus Archive' and 'Global Virus Archive' at WIV. Explains why neither US nor EU is pushing #China for #WuhanLabLeak facts
China &amp; West lied, people died.
#WuhanVirus #COVID19 https://t.co/uVHdmoYZeK","['US', 'EU']"
232,DossierTibet,"Usate mezzi pacifici quando siano efficaci, ma ove non lo fossero, non esitate a ricorrere alla forza  -

13th Dalai Lama",Torino,6898,9305,44113,5,"Good news : #UK abandons #WuhanVirus vaccine passport plans, health chief says.#Britain may also soon drop mandatory testing for returning travellers as part of a further easing of restrictions to be announced this week","['UK', 'WuhanVirus', 'Britain']"
233,optimistic_ck,views personal...,unknown,456,212,45359,35,"Not only #US but also #EU has been funding 'virus research' at Wuhan. EU set up and financed 'European Virus Archive' and 'Global Virus Archive' at WIV. Explains why neither US nor EU is pushing #China for #WuhanLabLeak facts
China &amp; West lied, people died.
#WuhanVirus #COVID19 https://t.co/uVHdmoYZeK","['US', 'EU']"
